name	unique reads 32151750_EXO_S14 32151750_EXO_S14	32151750_EXO_S14	32151750_EXO_S14 (mult. map. adj.)	32151750_EXO_S1432151750_EXO_S14(lib)	32151750_EXO_S1432151750_EXO_S14(total)	coordinateString 32151750_EXO_S14 32151750_EXO_S14	32151750_EXO_S14 (lib)	32151750_EXO_S14 (total)
Homo_sapiens_chr14.trna13-LysCTT:tRNA	46.0	2295.0	373.33640552995405	93972.64761280813	278.089492470318	15:hsa;Homo_sapiens_chr14.trna13-LysCTT:tRNA,78860562,78860634,+	15286.889097123661	45.237878664277886
Homo_sapiens_chr14.trna13-LysCTT:tRNA	46.0	2295.0	373.3364055299539	93972.64761280813	278.089492470318	14:hsa;Homo_sapiens_chr14.trna13-LysCTT:tRNA,58239895,58239967,-	15286.889097123654	45.23787866427787
Homo_sapiens_chr15.trna2-LysCTT:tRNA	46.0	2295.0	373.33640552995405	93972.64761280813	278.089492470318	15:hsa;Homo_sapiens_chr15.trna2-LysCTT:tRNA,78860562,78860634,+	15286.889097123661	45.237878664277886
Homo_sapiens_chr15.trna2-LysCTT:tRNA	46.0	2295.0	373.3364055299539	93972.64761280813	278.089492470318	14:hsa;Homo_sapiens_chr15.trna2-LysCTT:tRNA,58239895,58239967,-	15286.889097123654	45.23787866427787
Homo_sapiens_chr16.trna10-LysCTT:tRNA	43.0	2262.0	367.836405529954	92621.40692817951	274.09082002956836	16:hsa;Homo_sapiens_chr16.trna10-LysCTT:tRNA,3191501,3191573,+	15061.682316352224	44.57143325748627
Homo_sapiens_chr18.trna4-LysCTT:tRNA	44.0	2227.0	371.1428571428571	91188.27286872492	269.84980380453084	18:hsa;Homo_sapiens_chr18.trna4-LysCTT:tRNA,46089305,46089377,-	15197.07055699194	44.97208225570409
Homo_sapiens_chr6.trna5-SerAGA:tRNA	24.0	1998.0	47.580720092915236	81811.4814511506	242.10144050357098	17:hsa;Homo_sapiens_chr6.trna5-SerAGA:tRNA,8226610,8226691,-	1948.2728725294912	5.765445883229221
Homo_sapiens_chr8.trna11-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr8.trna11-SerAGA:tRNA,27503039,27503120,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr6.trna44-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr6.trna44-SerAGA:tRNA,27478812,27478893,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr17.trna35-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr17.trna35-SerAGA:tRNA,27495814,27495895,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr6.trna46-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr6.trna46-SerAGA:tRNA,27503039,27503120,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr6.trna5-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr6.trna5-SerAGA:tRNA,27478812,27478893,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr6.trna5-SerAGA:tRNA	24.0	1998.0	47.580720092915236	81811.4814511506	242.10144050357098	8:hsa;Homo_sapiens_chr6.trna5-SerAGA:tRNA,95269657,95269738,-	1948.2728725294912	5.765445883229221
Homo_sapiens_chr6.trna47-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr6.trna47-SerAGA:tRNA,27478812,27478893,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr6.trna44-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr6.trna44-SerAGA:tRNA,27495814,27495895,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr6.trna47-SerAGA:tRNA	24.0	1998.0	47.580720092915236	81811.4814511506	242.10144050357098	17:hsa;Homo_sapiens_chr6.trna47-SerAGA:tRNA,8226610,8226691,-	1948.2728725294912	5.765445883229221
Homo_sapiens_chr17.trna35-SerAGA:tRNA	24.0	1998.0	47.580720092915236	81811.4814511506	242.10144050357098	8:hsa;Homo_sapiens_chr17.trna35-SerAGA:tRNA,95269657,95269738,-	1948.2728725294912	5.765445883229221
Homo_sapiens_chr6.trna5-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr6.trna5-SerAGA:tRNA,27495814,27495895,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr6.trna47-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr6.trna47-SerAGA:tRNA,27495814,27495895,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr6.trna47-SerAGA:tRNA	24.0	1998.0	47.580720092915236	81811.4814511506	242.10144050357098	8:hsa;Homo_sapiens_chr6.trna47-SerAGA:tRNA,95269657,95269738,-	1948.2728725294912	5.765445883229221
Homo_sapiens_chr6.trna172-SerTGA:tRNA	24.0	1998.0	47.580720092915236	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr6.trna172-SerTGA:tRNA,26312596,26312677,-	1948.2728725294912	5.765445883229221
Homo_sapiens_chr8.trna11-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr8.trna11-SerAGA:tRNA,26327589,26327670,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr8.trna11-SerAGA:tRNA	24.0	1998.0	47.580720092915236	81811.4814511506	242.10144050357098	8:hsa;Homo_sapiens_chr8.trna11-SerAGA:tRNA,95269657,95269738,-	1948.2728725294912	5.765445883229221
Homo_sapiens_chr6.trna44-SerAGA:tRNA	24.0	1998.0	47.580720092915236	81811.4814511506	242.10144050357098	8:hsa;Homo_sapiens_chr6.trna44-SerAGA:tRNA,95269657,95269738,-	1948.2728725294912	5.765445883229221
Homo_sapiens_chr6.trna47-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr6.trna47-SerAGA:tRNA,27503039,27503120,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr8.trna11-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr8.trna11-SerAGA:tRNA,27495814,27495895,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr6.trna50-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr6.trna50-SerAGA:tRNA,27532208,27532289,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr17.trna35-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr17.trna35-SerAGA:tRNA,27478812,27478893,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr8.trna11-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr8.trna11-SerAGA:tRNA,27478812,27478893,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr8.trna11-SerAGA:tRNA	24.0	1998.0	47.580720092915236	81811.4814511506	242.10144050357098	17:hsa;Homo_sapiens_chr8.trna11-SerAGA:tRNA,8226610,8226691,-	1948.2728725294912	5.765445883229221
Homo_sapiens_chr6.trna147-SerAGA:tRNA	24.0	1998.0	47.580720092915236	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr6.trna147-SerAGA:tRNA,27541775,27541856,-	1948.2728725294912	5.765445883229221
Homo_sapiens_chr17.trna35-SerAGA:tRNA	24.0	1998.0	47.58072009291523	81811.4814511506	242.10144050357098	6:hsa;Homo_sapiens_chr17.trna35-SerAGA:tRNA,27503039,27503120,+	1948.272872529491	5.76544588322922
Homo_sapiens_chr6.trna44-SerAGA:tRNA	24.0	1998.0	47.580720092915236	81811.4814511506	242.10144050357098	17:hsa;Homo_sapiens_chr6.trna44-SerAGA:tRNA,8226610,8226691,-	1948.2728725294912	5.765445883229221
