name	unique reads 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35	181003-190524_Brain_S35 (mult. map. adj.)	181003-190524_Brain_S35181003-190524_Brain_S35(lib)	181003-190524_Brain_S35181003-190524_Brain_S35(total)	coordinateString 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35 (lib)	181003-190524_Brain_S35 (total)
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	6:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,27519529,27519600,+	3330.953918916488	6.904015627275258
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	15:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,65869062,65869133,-	3330.953918916488	6.904015627275258
Homo_sapiens_chr6.trna99-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	6:hsa;Homo_sapiens_chr6.trna99-GlnCTG:tRNA,18836171,18836242,+	3330.953918916488	6.904015627275258
Homo_sapiens_chr15.trna7-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	6:hsa;Homo_sapiens_chr15.trna7-GlnCTG:tRNA,18836171,18836242,+	3330.953918916488	6.904015627275258
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	6:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,28941601,28941672,-	3330.953918916488	6.904015627275258
Homo_sapiens_chr15.trna7-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	6:hsa;Homo_sapiens_chr15.trna7-GlnCTG:tRNA,27519529,27519600,+	3330.953918916488	6.904015627275258
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	17:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,8119752,8119823,+	3330.953918916488	6.904015627275258
Homo_sapiens_chr17.trna3-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	6:hsa;Homo_sapiens_chr17.trna3-GlnCTG:tRNA,28941601,28941672,-	3330.953918916488	6.904015627275258
Homo_sapiens_chr6.trna99-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	17:hsa;Homo_sapiens_chr6.trna99-GlnCTG:tRNA,8119752,8119823,+	3330.953918916488	6.904015627275258
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	6:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,18836171,18836242,+	3330.953918916488	6.904015627275258
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	6:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,18836171,18836242,+	3330.953918916488	6.904015627275258
Homo_sapiens_chr15.trna7-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	17:hsa;Homo_sapiens_chr15.trna7-GlnCTG:tRNA,8119752,8119823,+	3330.953918916488	6.904015627275258
Homo_sapiens_chr17.trna3-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	6:hsa;Homo_sapiens_chr17.trna3-GlnCTG:tRNA,27519529,27519600,+	3330.953918916488	6.904015627275258
Homo_sapiens_chr17.trna3-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	15:hsa;Homo_sapiens_chr17.trna3-GlnCTG:tRNA,65869062,65869133,-	3330.953918916488	6.904015627275258
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	15:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,65869062,65869133,-	3330.953918916488	6.904015627275258
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	141.0	6705.0	181.12395029500294	123308.07709283507	255.57870566252632	6:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,27519529,27519600,+	3330.953918916488	6.904015627275258
