name	unique reads 180322-190603_Brain_S36 180322-190603_Brain_S36	180322-190603_Brain_S36	180322-190603_Brain_S36 (mult. map. adj.)	180322-190603_Brain_S36180322-190603_Brain_S36(lib)	180322-190603_Brain_S36180322-190603_Brain_S36(total)	coordinateString 180322-190603_Brain_S36 180322-190603_Brain_S36	180322-190603_Brain_S36 (lib)	180322-190603_Brain_S36 (total)
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	116.0	2213.0	60.43636603636607	226093.17531671436	404.06592939089387	6:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,27519529,27519600,+	6174.536783445655	11.03491930026774
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	116.0	2213.0	60.43636603636607	226093.17531671436	404.06592939089387	17:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,8119752,8119823,+	6174.536783445655	11.03491930026774
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	116.0	2213.0	60.436366036366074	226093.17531671436	404.06592939089387	15:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,65869062,65869133,-	6174.536783445656	11.03491930026774
Homo_sapiens_chr15.trna7-GlnCTG:tRNA	116.0	2213.0	60.43636603636607	226093.17531671436	404.06592939089387	6:hsa;Homo_sapiens_chr15.trna7-GlnCTG:tRNA,27519529,27519600,+	6174.536783445655	11.03491930026774
Homo_sapiens_chr15.trna7-GlnCTG:tRNA	116.0	2213.0	60.43636603636607	226093.17531671436	404.06592939089387	17:hsa;Homo_sapiens_chr15.trna7-GlnCTG:tRNA,8119752,8119823,+	6174.536783445655	11.03491930026774
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	116.0	2213.0	60.436366036366074	226093.17531671436	404.06592939089387	6:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,28941601,28941672,-	6174.536783445656	11.03491930026774
Homo_sapiens_chr17.trna3-GlnCTG:tRNA	116.0	2213.0	60.436366036366074	226093.17531671436	404.06592939089387	15:hsa;Homo_sapiens_chr17.trna3-GlnCTG:tRNA,65869062,65869133,-	6174.536783445656	11.03491930026774
Homo_sapiens_chr6.trna99-GlnCTG:tRNA	116.0	2213.0	60.43636603636607	226093.17531671436	404.06592939089387	6:hsa;Homo_sapiens_chr6.trna99-GlnCTG:tRNA,27519529,27519600,+	6174.536783445655	11.03491930026774
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	116.0	2213.0	60.43636603636607	226093.17531671436	404.06592939089387	6:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,18836171,18836242,+	6174.536783445655	11.03491930026774
Homo_sapiens_chr6.trna49-GlnCTG:tRNA	116.0	2213.0	60.43636603636607	226093.17531671436	404.06592939089387	6:hsa;Homo_sapiens_chr6.trna49-GlnCTG:tRNA,18836171,18836242,+	6174.536783445655	11.03491930026774
Homo_sapiens_chr6.trna99-GlnCTG:tRNA	116.0	2213.0	60.43636603636607	226093.17531671436	404.06592939089387	6:hsa;Homo_sapiens_chr6.trna99-GlnCTG:tRNA,18836171,18836242,+	6174.536783445655	11.03491930026774
